report_id,report_type,start_date,end_date,report_content
240,Monthly,2024-09-04,2024-10-03,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.53, Std Dev: 0.52. Mean process: 62.85, Std Dev: 10.45. Raw milk volume: 235683 liters."
241,Monthly,2024-07-16,2024-08-14,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.56, Std Dev: 0.57. Mean process: 60.98, Std Dev: 10.71. Raw milk volume: 278385 liters."
242,Weekly,2024-10-11,2024-10-17,"Weekly production summary: Total output 37078 liters. Quality metrics within acceptable ranges. Mean quality: 3.49, Std Dev: 0.57. Mean process: 56.62, Std Dev: 11.8. Raw milk volume: 60561 liters."
243,Monthly,2024-04-27,2024-05-26,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.43. Mean process: 60.64, Std Dev: 9.32. Raw milk volume: 230005 liters."
244,Weekly,2024-09-17,2024-09-23,"Weekly production summary: Total output 34415 liters. Quality metrics within acceptable ranges. Mean quality: 3.58, Std Dev: 0.47. Mean process: 57.77, Std Dev: 8.11. Raw milk volume: 68882 liters."
245,Weekly,2024-09-17,2024-09-23,"Weekly production summary: Total output 32870 liters. Quality metrics within acceptable ranges. Mean quality: 3.45, Std Dev: 0.38. Mean process: 52.08, Std Dev: 10.76. Raw milk volume: 65417 liters."
246,Monthly,2024-10-16,2024-11-14,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.58, Std Dev: 0.52. Mean process: 55.17, Std Dev: 9.95. Raw milk volume: 223788 liters."
247,Monthly,2024-08-23,2024-09-21,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.44. Mean process: 67.52, Std Dev: 10.88. Raw milk volume: 211959 liters."
248,Monthly,2024-06-28,2024-07-27,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.5. Mean process: 61.04, Std Dev: 7.96. Raw milk volume: 243687 liters."
249,Monthly,2024-08-30,2024-09-28,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.47. Mean process: 54.99, Std Dev: 9.72. Raw milk volume: 221079 liters."
250,Monthly,2024-07-10,2024-08-08,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.68, Std Dev: 0.53. Mean process: 57.14, Std Dev: 10.57. Raw milk volume: 237777 liters."
251,Monthly,2024-09-26,2024-10-25,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.64, Std Dev: 0.55. Mean process: 60.3, Std Dev: 9.35. Raw milk volume: 204809 liters."
252,Monthly,2024-05-09,2024-06-07,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.57, Std Dev: 0.52. Mean process: 64.48, Std Dev: 10.64. Raw milk volume: 233082 liters."
253,Monthly,2024-05-14,2024-06-12,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.6, Std Dev: 0.47. Mean process: 66.59, Std Dev: 10.2. Raw milk volume: 267449 liters."
254,Weekly,2024-08-27,2024-09-02,"Weekly production summary: Total output 38889 liters. Quality metrics within acceptable ranges. Mean quality: 3.71, Std Dev: 0.47. Mean process: 68.68, Std Dev: 10.2. Raw milk volume: 65138 liters."
255,Monthly,2024-05-02,2024-05-31,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.43, Std Dev: 0.48. Mean process: 58.4, Std Dev: 10.42. Raw milk volume: 267952 liters."
256,Monthly,2024-08-20,2024-09-18,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.55, Std Dev: 0.47. Mean process: 59.88, Std Dev: 12.14. Raw milk volume: 281973 liters."
257,Monthly,2024-09-16,2024-10-15,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.67, Std Dev: 0.52. Mean process: 60.19, Std Dev: 10.12. Raw milk volume: 226680 liters."
258,Monthly,2024-08-06,2024-09-04,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.56, Std Dev: 0.45. Mean process: 58.71, Std Dev: 8.33. Raw milk volume: 237752 liters."
259,Monthly,2024-10-10,2024-11-08,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.53. Mean process: 57.58, Std Dev: 11.57. Raw milk volume: 215915 liters."
260,Weekly,2024-08-22,2024-08-28,"Weekly production summary: Total output 39975 liters. Quality metrics within acceptable ranges. Mean quality: 3.38, Std Dev: 0.43. Mean process: 61.12, Std Dev: 11.05. Raw milk volume: 57841 liters."
261,Weekly,2024-06-21,2024-06-27,"Weekly production summary: Total output 39024 liters. Quality metrics within acceptable ranges. Mean quality: 3.67, Std Dev: 0.48. Mean process: 65.39, Std Dev: 9.96. Raw milk volume: 50448 liters."
262,Monthly,2024-05-10,2024-06-08,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.54. Mean process: 63.26, Std Dev: 8.42. Raw milk volume: 214871 liters."
263,Monthly,2024-05-14,2024-06-12,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.65, Std Dev: 0.57. Mean process: 56.87, Std Dev: 10.4. Raw milk volume: 220181 liters."
264,Monthly,2024-09-08,2024-10-07,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.55, Std Dev: 0.51. Mean process: 57.25, Std Dev: 9.33. Raw milk volume: 266698 liters."
265,Monthly,2024-07-11,2024-08-09,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.56. Mean process: 62.72, Std Dev: 9.63. Raw milk volume: 261894 liters."
266,Weekly,2024-07-19,2024-07-25,"Weekly production summary: Total output 39031 liters. Quality metrics within acceptable ranges. Mean quality: 3.58, Std Dev: 0.36. Mean process: 65.74, Std Dev: 8.26. Raw milk volume: 54739 liters."
267,Monthly,2024-05-29,2024-06-27,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.46, Std Dev: 0.44. Mean process: 53.53, Std Dev: 11.16. Raw milk volume: 266616 liters."
268,Weekly,2024-10-06,2024-10-12,"Weekly production summary: Total output 31143 liters. Quality metrics within acceptable ranges. Mean quality: 3.45, Std Dev: 0.52. Mean process: 59.77, Std Dev: 10.48. Raw milk volume: 59052 liters."
269,Monthly,2024-06-26,2024-07-25,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.51, Std Dev: 0.44. Mean process: 64.98, Std Dev: 9.51. Raw milk volume: 235018 liters."
270,Weekly,2024-06-15,2024-06-21,"Weekly production summary: Total output 34891 liters. Quality metrics within acceptable ranges. Mean quality: 3.34, Std Dev: 0.48. Mean process: 67.5, Std Dev: 10.85. Raw milk volume: 69232 liters."
271,Monthly,2024-10-07,2024-11-05,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.47, Std Dev: 0.48. Mean process: 58.39, Std Dev: 12.08. Raw milk volume: 258529 liters."
272,Monthly,2024-06-28,2024-07-27,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.52. Mean process: 65.15, Std Dev: 10.24. Raw milk volume: 272340 liters."
273,Monthly,2024-07-19,2024-08-17,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.47, Std Dev: 0.49. Mean process: 59.64, Std Dev: 9.96. Raw milk volume: 224727 liters."
274,Weekly,2024-08-11,2024-08-17,"Weekly production summary: Total output 36274 liters. Quality metrics within acceptable ranges. Mean quality: 3.57, Std Dev: 0.5. Mean process: 63.66, Std Dev: 9.92. Raw milk volume: 57653 liters."
275,Monthly,2024-04-30,2024-05-29,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.51, Std Dev: 0.4. Mean process: 64.58, Std Dev: 10.35. Raw milk volume: 297609 liters."
276,Monthly,2024-09-05,2024-10-04,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.6, Std Dev: 0.36. Mean process: 70.44, Std Dev: 9.86. Raw milk volume: 250604 liters."
277,Weekly,2024-07-27,2024-08-02,"Weekly production summary: Total output 30606 liters. Quality metrics within acceptable ranges. Mean quality: 3.61, Std Dev: 0.45. Mean process: 63.06, Std Dev: 8.95. Raw milk volume: 54136 liters."
278,Monthly,2024-10-07,2024-11-05,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.6. Mean process: 59.05, Std Dev: 10.22. Raw milk volume: 257711 liters."
279,Weekly,2024-08-02,2024-08-08,"Weekly production summary: Total output 37486 liters. Quality metrics within acceptable ranges. Mean quality: 3.59, Std Dev: 0.52. Mean process: 60.75, Std Dev: 10.36. Raw milk volume: 50502 liters."
280,Weekly,2024-07-10,2024-07-16,"Weekly production summary: Total output 32529 liters. Quality metrics within acceptable ranges. Mean quality: 3.74, Std Dev: 0.5. Mean process: 61.01, Std Dev: 11.05. Raw milk volume: 52451 liters."
281,Monthly,2024-09-20,2024-10-19,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.61, Std Dev: 0.56. Mean process: 63.19, Std Dev: 8.86. Raw milk volume: 244375 liters."
282,Monthly,2024-08-26,2024-09-24,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.66, Std Dev: 0.44. Mean process: 61.51, Std Dev: 9.25. Raw milk volume: 243065 liters."
283,Monthly,2024-06-22,2024-07-21,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.49, Std Dev: 0.52. Mean process: 61.61, Std Dev: 10.42. Raw milk volume: 294203 liters."
284,Monthly,2024-10-08,2024-11-06,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.66, Std Dev: 0.52. Mean process: 58.78, Std Dev: 10.96. Raw milk volume: 204705 liters."
285,Weekly,2024-06-06,2024-06-12,"Weekly production summary: Total output 34708 liters. Quality metrics within acceptable ranges. Mean quality: 3.62, Std Dev: 0.44. Mean process: 62.99, Std Dev: 10.7. Raw milk volume: 57454 liters."
286,Weekly,2024-07-15,2024-07-21,"Weekly production summary: Total output 31612 liters. Quality metrics within acceptable ranges. Mean quality: 3.47, Std Dev: 0.57. Mean process: 59.25, Std Dev: 10.13. Raw milk volume: 53293 liters."
287,Monthly,2024-05-24,2024-06-22,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.5. Mean process: 54.52, Std Dev: 8.56. Raw milk volume: 203794 liters."
288,Weekly,2024-06-23,2024-06-29,"Weekly production summary: Total output 30919 liters. Quality metrics within acceptable ranges. Mean quality: 3.66, Std Dev: 0.46. Mean process: 55.04, Std Dev: 7.85. Raw milk volume: 59613 liters."
289,Monthly,2024-07-03,2024-08-01,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.43. Mean process: 68.21, Std Dev: 11.01. Raw milk volume: 219080 liters."
290,Weekly,2024-08-03,2024-08-09,"Weekly production summary: Total output 36751 liters. Quality metrics within acceptable ranges. Mean quality: 3.43, Std Dev: 0.61. Mean process: 64.91, Std Dev: 9.68. Raw milk volume: 68544 liters."
291,Weekly,2024-05-25,2024-05-31,"Weekly production summary: Total output 32868 liters. Quality metrics within acceptable ranges. Mean quality: 3.25, Std Dev: 0.61. Mean process: 53.05, Std Dev: 8.35. Raw milk volume: 52587 liters."
292,Monthly,2024-08-20,2024-09-18,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.6, Std Dev: 0.62. Mean process: 66.92, Std Dev: 10.56. Raw milk volume: 231566 liters."
293,Monthly,2024-10-16,2024-11-14,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.56, Std Dev: 0.54. Mean process: 63.79, Std Dev: 10.28. Raw milk volume: 218758 liters."
294,Weekly,2024-07-20,2024-07-26,"Weekly production summary: Total output 34161 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.5. Mean process: 56.23, Std Dev: 9.72. Raw milk volume: 65059 liters."
295,Monthly,2024-08-29,2024-09-27,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.33, Std Dev: 0.5. Mean process: 55.06, Std Dev: 8.9. Raw milk volume: 260981 liters."
296,Monthly,2024-08-31,2024-09-29,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.52, Std Dev: 0.57. Mean process: 64.59, Std Dev: 8.43. Raw milk volume: 220706 liters."
297,Weekly,2024-07-16,2024-07-22,"Weekly production summary: Total output 35661 liters. Quality metrics within acceptable ranges. Mean quality: 3.4, Std Dev: 0.55. Mean process: 55.09, Std Dev: 9.78. Raw milk volume: 69253 liters."
298,Monthly,2024-08-24,2024-09-22,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.56, Std Dev: 0.45. Mean process: 60.53, Std Dev: 8.67. Raw milk volume: 290480 liters."
299,Monthly,2024-07-19,2024-08-17,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.52. Mean process: 52.04, Std Dev: 10.44. Raw milk volume: 226111 liters."
300,Monthly,2024-10-04,2024-11-02,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.53. Mean process: 61.12, Std Dev: 11.36. Raw milk volume: 213979 liters."
301,Weekly,2024-07-05,2024-07-11,"Weekly production summary: Total output 39370 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.48. Mean process: 60.61, Std Dev: 10.54. Raw milk volume: 61762 liters."
302,Monthly,2024-09-04,2024-10-03,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.5. Mean process: 56.49, Std Dev: 9.34. Raw milk volume: 202875 liters."
303,Monthly,2024-06-14,2024-07-13,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.36, Std Dev: 0.59. Mean process: 53.78, Std Dev: 9.31. Raw milk volume: 274177 liters."
304,Weekly,2024-10-15,2024-10-21,"Weekly production summary: Total output 39935 liters. Quality metrics within acceptable ranges. Mean quality: 3.43, Std Dev: 0.54. Mean process: 58.53, Std Dev: 11.25. Raw milk volume: 66276 liters."
305,Monthly,2024-09-19,2024-10-18,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.43, Std Dev: 0.51. Mean process: 55.82, Std Dev: 12.15. Raw milk volume: 279569 liters."
306,Monthly,2024-06-03,2024-07-02,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.38, Std Dev: 0.52. Mean process: 63.17, Std Dev: 10.41. Raw milk volume: 224920 liters."
307,Monthly,2024-08-31,2024-09-29,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.49. Mean process: 60.22, Std Dev: 9.85. Raw milk volume: 289241 liters."
308,Weekly,2024-08-21,2024-08-27,"Weekly production summary: Total output 31591 liters. Quality metrics within acceptable ranges. Mean quality: 3.6, Std Dev: 0.61. Mean process: 57.21, Std Dev: 8.63. Raw milk volume: 51291 liters."
309,Monthly,2024-09-22,2024-10-21,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.49, Std Dev: 0.63. Mean process: 55.98, Std Dev: 11.64. Raw milk volume: 204373 liters."
310,Monthly,2024-09-11,2024-10-10,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.67, Std Dev: 0.47. Mean process: 62.84, Std Dev: 11.63. Raw milk volume: 211813 liters."
311,Monthly,2024-06-24,2024-07-23,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.46, Std Dev: 0.49. Mean process: 57.09, Std Dev: 8.99. Raw milk volume: 223021 liters."
312,Weekly,2024-05-17,2024-05-23,"Weekly production summary: Total output 38837 liters. Quality metrics within acceptable ranges. Mean quality: 3.44, Std Dev: 0.44. Mean process: 60.17, Std Dev: 9.23. Raw milk volume: 61988 liters."
313,Monthly,2024-09-30,2024-10-29,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.52, Std Dev: 0.42. Mean process: 61.65, Std Dev: 10.83. Raw milk volume: 233681 liters."
314,Monthly,2024-09-25,2024-10-24,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.3, Std Dev: 0.52. Mean process: 66.14, Std Dev: 8.79. Raw milk volume: 297853 liters."
315,Monthly,2024-09-25,2024-10-24,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.67, Std Dev: 0.52. Mean process: 56.47, Std Dev: 9.94. Raw milk volume: 261385 liters."
316,Weekly,2024-05-19,2024-05-25,"Weekly production summary: Total output 33696 liters. Quality metrics within acceptable ranges. Mean quality: 3.56, Std Dev: 0.5. Mean process: 62.69, Std Dev: 9.08. Raw milk volume: 63022 liters."
317,Monthly,2024-05-09,2024-06-07,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.52, Std Dev: 0.43. Mean process: 59.44, Std Dev: 9.1. Raw milk volume: 201824 liters."
318,Monthly,2024-08-04,2024-09-02,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.43, Std Dev: 0.56. Mean process: 65.46, Std Dev: 10.61. Raw milk volume: 259609 liters."
319,Monthly,2024-08-30,2024-09-28,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.39, Std Dev: 0.48. Mean process: 66.07, Std Dev: 10.14. Raw milk volume: 234362 liters."
320,Monthly,2024-09-28,2024-10-27,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.73, Std Dev: 0.52. Mean process: 60.96, Std Dev: 9.69. Raw milk volume: 248689 liters."
321,Weekly,2024-08-31,2024-09-06,"Weekly production summary: Total output 33830 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.49. Mean process: 63.54, Std Dev: 10.96. Raw milk volume: 65449 liters."
322,Weekly,2024-08-20,2024-08-26,"Weekly production summary: Total output 39198 liters. Quality metrics within acceptable ranges. Mean quality: 3.42, Std Dev: 0.43. Mean process: 50.82, Std Dev: 10.51. Raw milk volume: 60748 liters."
323,Weekly,2024-08-25,2024-08-31,"Weekly production summary: Total output 31035 liters. Quality metrics within acceptable ranges. Mean quality: 3.39, Std Dev: 0.39. Mean process: 61.94, Std Dev: 12.49. Raw milk volume: 65213 liters."
324,Monthly,2024-08-26,2024-09-24,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.54. Mean process: 60.41, Std Dev: 9.9. Raw milk volume: 215292 liters."
325,Weekly,2024-04-30,2024-05-06,"Weekly production summary: Total output 30609 liters. Quality metrics within acceptable ranges. Mean quality: 3.59, Std Dev: 0.49. Mean process: 61.34, Std Dev: 10.32. Raw milk volume: 59973 liters."
326,Monthly,2024-05-14,2024-06-12,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.43, Std Dev: 0.55. Mean process: 59.13, Std Dev: 9.24. Raw milk volume: 230775 liters."
327,Weekly,2024-07-06,2024-07-12,"Weekly production summary: Total output 37432 liters. Quality metrics within acceptable ranges. Mean quality: 3.55, Std Dev: 0.46. Mean process: 60.14, Std Dev: 9.99. Raw milk volume: 62157 liters."
328,Monthly,2024-08-14,2024-09-12,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.61, Std Dev: 0.52. Mean process: 59.87, Std Dev: 10.82. Raw milk volume: 254379 liters."
329,Weekly,2024-09-30,2024-10-06,"Weekly production summary: Total output 38017 liters. Quality metrics within acceptable ranges. Mean quality: 3.64, Std Dev: 0.53. Mean process: 60.05, Std Dev: 8.69. Raw milk volume: 63373 liters."
330,Monthly,2024-04-28,2024-05-27,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.39, Std Dev: 0.48. Mean process: 56.95, Std Dev: 9.81. Raw milk volume: 228477 liters."
331,Monthly,2024-07-17,2024-08-15,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.51, Std Dev: 0.53. Mean process: 59.65, Std Dev: 10.49. Raw milk volume: 247537 liters."
332,Weekly,2024-09-02,2024-09-08,"Weekly production summary: Total output 36018 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.4. Mean process: 55.3, Std Dev: 9.86. Raw milk volume: 67841 liters."
333,Monthly,2024-05-03,2024-06-01,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.38, Std Dev: 0.53. Mean process: 67.65, Std Dev: 11.22. Raw milk volume: 236160 liters."
334,Weekly,2024-05-15,2024-05-21,"Weekly production summary: Total output 37450 liters. Quality metrics within acceptable ranges. Mean quality: 3.48, Std Dev: 0.57. Mean process: 60.74, Std Dev: 9.66. Raw milk volume: 53003 liters."
335,Weekly,2024-08-24,2024-08-30,"Weekly production summary: Total output 39783 liters. Quality metrics within acceptable ranges. Mean quality: 3.44, Std Dev: 0.48. Mean process: 58.06, Std Dev: 10.17. Raw milk volume: 50699 liters."
336,Weekly,2024-09-21,2024-09-27,"Weekly production summary: Total output 35464 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.5. Mean process: 62.18, Std Dev: 11.19. Raw milk volume: 57981 liters."
337,Weekly,2024-09-21,2024-09-27,"Weekly production summary: Total output 39250 liters. Quality metrics within acceptable ranges. Mean quality: 3.59, Std Dev: 0.43. Mean process: 47.23, Std Dev: 10.93. Raw milk volume: 56724 liters."
338,Weekly,2024-09-30,2024-10-06,"Weekly production summary: Total output 39080 liters. Quality metrics within acceptable ranges. Mean quality: 3.36, Std Dev: 0.49. Mean process: 54.15, Std Dev: 8.2. Raw milk volume: 56788 liters."
339,Weekly,2024-09-26,2024-10-02,"Weekly production summary: Total output 33817 liters. Quality metrics within acceptable ranges. Mean quality: 3.55, Std Dev: 0.54. Mean process: 57.12, Std Dev: 7.41. Raw milk volume: 60766 liters."
340,Weekly,2024-09-22,2024-09-28,"Weekly production summary: Total output 39764 liters. Quality metrics within acceptable ranges. Mean quality: 3.45, Std Dev: 0.52. Mean process: 52.61, Std Dev: 10.18. Raw milk volume: 50092 liters."
341,Monthly,2024-10-05,2024-11-03,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.53. Mean process: 60.6, Std Dev: 9.03. Raw milk volume: 217038 liters."
342,Monthly,2024-09-24,2024-10-23,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.62, Std Dev: 0.49. Mean process: 59.86, Std Dev: 9.07. Raw milk volume: 214408 liters."
343,Weekly,2024-05-17,2024-05-23,"Weekly production summary: Total output 30243 liters. Quality metrics within acceptable ranges. Mean quality: 3.46, Std Dev: 0.46. Mean process: 59.14, Std Dev: 11.71. Raw milk volume: 61738 liters."
344,Weekly,2024-08-14,2024-08-20,"Weekly production summary: Total output 35304 liters. Quality metrics within acceptable ranges. Mean quality: 3.36, Std Dev: 0.42. Mean process: 67.36, Std Dev: 9.79. Raw milk volume: 50517 liters."
345,Weekly,2024-06-12,2024-06-18,"Weekly production summary: Total output 30858 liters. Quality metrics within acceptable ranges. Mean quality: 3.43, Std Dev: 0.55. Mean process: 56.97, Std Dev: 11.83. Raw milk volume: 54153 liters."
346,Monthly,2024-08-02,2024-08-31,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.57, Std Dev: 0.48. Mean process: 70.79, Std Dev: 9.39. Raw milk volume: 297735 liters."
347,Weekly,2024-07-23,2024-07-29,"Weekly production summary: Total output 37344 liters. Quality metrics within acceptable ranges. Mean quality: 3.57, Std Dev: 0.51. Mean process: 66.51, Std Dev: 11.56. Raw milk volume: 61863 liters."
348,Weekly,2024-07-18,2024-07-24,"Weekly production summary: Total output 38254 liters. Quality metrics within acceptable ranges. Mean quality: 3.5, Std Dev: 0.46. Mean process: 62.3, Std Dev: 9.32. Raw milk volume: 57259 liters."
349,Weekly,2024-09-10,2024-09-16,"Weekly production summary: Total output 38543 liters. Quality metrics within acceptable ranges. Mean quality: 3.7, Std Dev: 0.51. Mean process: 58.17, Std Dev: 10.18. Raw milk volume: 59883 liters."
350,Monthly,2024-08-24,2024-09-22,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.37, Std Dev: 0.45. Mean process: 66.0, Std Dev: 9.34. Raw milk volume: 207972 liters."
351,Monthly,2024-10-03,2024-11-01,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.4, Std Dev: 0.53. Mean process: 65.93, Std Dev: 10.72. Raw milk volume: 255872 liters."
352,Weekly,2024-07-26,2024-08-01,"Weekly production summary: Total output 37267 liters. Quality metrics within acceptable ranges. Mean quality: 3.6, Std Dev: 0.46. Mean process: 52.89, Std Dev: 11.5. Raw milk volume: 52408 liters."
353,Weekly,2024-06-23,2024-06-29,"Weekly production summary: Total output 39966 liters. Quality metrics within acceptable ranges. Mean quality: 3.47, Std Dev: 0.49. Mean process: 66.64, Std Dev: 10.56. Raw milk volume: 54860 liters."
354,Weekly,2024-05-16,2024-05-22,"Weekly production summary: Total output 34505 liters. Quality metrics within acceptable ranges. Mean quality: 3.55, Std Dev: 0.61. Mean process: 56.78, Std Dev: 10.93. Raw milk volume: 69181 liters."
355,Monthly,2024-07-04,2024-08-02,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.51, Std Dev: 0.51. Mean process: 67.64, Std Dev: 10.51. Raw milk volume: 269541 liters."
356,Monthly,2024-07-19,2024-08-17,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.55, Std Dev: 0.55. Mean process: 58.18, Std Dev: 9.16. Raw milk volume: 279354 liters."
357,Monthly,2024-05-11,2024-06-09,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.4, Std Dev: 0.4. Mean process: 70.28, Std Dev: 8.9. Raw milk volume: 285814 liters."
358,Weekly,2024-07-14,2024-07-20,"Weekly production summary: Total output 37398 liters. Quality metrics within acceptable ranges. Mean quality: 3.48, Std Dev: 0.49. Mean process: 61.54, Std Dev: 10.82. Raw milk volume: 57487 liters."
