material_id,arrival_date,supplier_name,material_type,quantity,unit,quality_check,remarks
488,2024-05-11T14:12:45,Valley Dairy,Raw Milk,4592.26,Liters,Failed,"Meets all quality standards, ready for processing."
489,2024-08-30T11:51:25,Sunshine Dairy,Raw Milk,18435.71,Liters,Passed,"No issues, quality is within standards."
490,2024-07-09T02:41:32,Riverside Dairy,Cream,14408.2,Liters,Passed,"No issues, quality is within standards."
491,2024-05-19T05:04:44,Highland Farms,Skim Milk,9960.14,Liters,Passed,"Meets all quality standards, ready for processing."
492,2024-06-22T22:11:56,Valley Dairy,Skim Milk,17399.72,Liters,Passed,Quality matches the standards set by the company.
493,2024-10-09T03:39:35,Sunny Meadows,Cream,10386.84,Liters,Failed,Quality matches the standards set by the company.
494,2024-06-14T10:18:36,Dairy Farms Inc.,Cream,5693.58,Liters,Failed,"Detected contaminants, batch returned."
495,2024-07-27T05:45:37,Dairy Farms Inc.,Skim Milk,17615.62,Liters,Failed,"Detected contaminants, batch returned."
496,2024-06-22T21:24:36,Sunshine Dairy,Other,12694.55,Liters,Failed,"Quality is good, within standards."
497,2024-06-19T05:34:54,Country Milk,Cream,4813.77,Liters,Failed,"Sample test passed, suitable for processing."
498,2024-10-03T22:12:56,Hillside Dairy,Skim Milk,9048.31,Liters,Passed,"High quality milk, no bacteria detected."
499,2024-10-16T15:00:10,Dairy Farms Inc.,Other,5621.91,Liters,Failed,"Detected contaminants, batch returned."
500,2024-08-02T21:56:27,Sunny Meadows,Other,3086.0,Liters,Passed,Quality matches the standards set by the company.
501,2024-05-31T11:37:04,Farm Fresh,Raw Milk,14630.89,Liters,Failed,"No anomalies, quality is consistent."
502,2024-05-09T22:54:48,Highland Farms,Cream,19547.08,Liters,Passed,Quality matches the standards set by the company.
503,2024-07-04T05:43:48,Happy Cows,Raw Milk,3007.16,Liters,Passed,"Sample test passed, suitable for processing."
504,2024-09-25T05:56:37,Valley Dairy,Cream,12814.85,Liters,Failed,"Sample test passed, suitable for processing."
505,2024-10-07T20:02:30,Farm Fresh,Skim Milk,6746.79,Liters,Passed,"Sample test passed, suitable for processing."
506,2024-05-28T21:34:28,Sunshine Dairy,Raw Milk,7564.37,Liters,Failed,"Sample test passed, suitable for processing."
507,2024-09-04T01:51:12,Valley Dairy,Cream,7038.03,Liters,Failed,"Sample test passed, suitable for processing."
508,2024-08-07T04:52:33,Farm Fresh,Skim Milk,5680.05,Liters,Failed,"High quality milk, no bacteria detected."
509,2024-08-03T14:59:23,Happy Cows,Skim Milk,10242.61,Liters,Failed,Quality matches the standards set by the company.
510,2024-06-30T20:03:55,Highland Farms,Other,5845.25,Liters,Failed,High bacterial count detected; returned to supplier.
511,2024-09-24T21:23:47,Sunshine Dairy,Other,11352.28,Liters,Failed,"Sample test passed, suitable for processing."
512,2024-07-02T23:36:36,Farm Fresh,Other,9748.81,Liters,Passed,"Meets all quality standards, ready for processing."
513,2024-10-06T18:55:38,Hillside Dairy,Cream,8805.26,Liters,Passed,Quality matches the standards set by the company.
514,2024-08-07T10:37:07,Valley Dairy,Other,5462.18,Liters,Failed,"Quality is good, within standards."
515,2024-05-30T02:19:11,Farm Fresh,Cream,7116.14,Liters,Failed,"Meets all quality standards, ready for processing."
516,2024-09-30T19:45:06,Hillside Dairy,Other,13776.96,Liters,Failed,Quality matches the standards set by the company.
517,2024-09-17T05:31:06,Riverside Dairy,Other,12504.59,Liters,Failed,"Quality is good, within standards."
518,2024-09-11T06:57:58,Farm Fresh,Cream,5112.22,Liters,Passed,"Detected contaminants, batch returned."
519,2024-07-25T19:43:08,Sunny Meadows,Raw Milk,10496.66,Liters,Passed,High bacterial count detected; returned to supplier.
520,2024-09-27T20:08:14,Happy Cows,Raw Milk,13756.94,Liters,Passed,Consistent quality as previous shipments.
521,2024-05-18T16:45:25,Happy Cows,Cream,1652.97,Liters,Passed,"Quality is good, within standards."
522,2024-04-23T18:36:08,Hillside Dairy,Other,12716.8,Liters,Failed,"No issues, quality is within standards."
523,2024-08-19T23:19:15,Happy Cows,Other,6686.88,Liters,Failed,"No issues, quality is within standards."
524,2024-04-23T06:48:56,Highland Farms,Other,12852.99,Liters,Passed,"No issues, quality is within standards."
525,2024-08-02T19:15:54,Sunshine Dairy,Skim Milk,6183.7,Liters,Failed,"No issues, quality is within standards."
526,2024-07-28T12:29:46,Sunshine Dairy,Other,975.59,Liters,Passed,High bacterial count detected; returned to supplier.
527,2024-10-17T06:25:03,Mountain Dairy,Cream,1862.29,Liters,Passed,"Sample test passed, suitable for processing."
528,2024-08-20T08:23:17,Highland Farms,Skim Milk,10240.42,Liters,Failed,Quality matches the standards set by the company.
529,2024-09-23T08:40:18,Country Milk,Raw Milk,11298.61,Liters,Failed,Consistent quality as previous shipments.
530,2024-07-20T03:05:04,Valley Dairy,Cream,5478.42,Liters,Passed,Quality matches the standards set by the company.
531,2024-09-01T19:51:54,Mountain Dairy,Raw Milk,13192.96,Liters,Passed,Consistent quality as previous shipments.
532,2024-07-04T15:29:54,Country Milk,Other,1692.4,Liters,Passed,"No issues, quality is within standards."
533,2024-09-05T11:29:44,Sunny Meadows,Raw Milk,9669.6,Liters,Failed,Consistent quality as previous shipments.
534,2024-08-25T05:29:08,Farm Fresh,Raw Milk,3944.92,Liters,Passed,"Sample test passed, suitable for processing."
535,2024-06-02T01:16:29,Sunshine Dairy,Other,6740.82,Liters,Failed,"No issues, quality is within standards."
536,2024-10-18T10:53:39,Mountain Dairy,Skim Milk,10236.99,Liters,Passed,"Quality is good, within standards."
537,2024-10-19T08:21:53,Farm Fresh,Raw Milk,5697.93,Liters,Passed,"Meets all quality standards, ready for processing."
538,2024-05-19T23:58:52,Sunshine Dairy,Other,8077.22,Liters,Passed,Quality matches the standards set by the company.
539,2024-05-23T13:04:22,Valley Dairy,Cream,15031.46,Liters,Failed,"Detected contaminants, batch returned."
540,2024-06-25T09:58:23,Country Milk,Cream,7115.54,Liters,Passed,"Detected contaminants, batch returned."
541,2024-09-13T18:04:45,Farm Fresh,Raw Milk,14178.46,Liters,Passed,Consistent quality as previous shipments.
542,2024-06-06T01:52:10,Mountain Dairy,Skim Milk,4351.47,Liters,Failed,"No anomalies, quality is consistent."
543,2024-04-27T18:03:56,Happy Cows,Skim Milk,12649.02,Liters,Failed,"High quality milk, no bacteria detected."
544,2024-06-05T07:12:07,Farm Fresh,Other,17207.84,Liters,Failed,"Quality is good, within standards."
545,2024-08-31T23:36:27,Valley Dairy,Other,-2358.22,Liters,Passed,"Meets all quality standards, ready for processing."
546,2024-06-18T08:34:05,Hillside Dairy,Raw Milk,6015.52,Liters,Passed,Quality matches the standards set by the company.
547,2024-05-21T22:43:18,Country Milk,Cream,12885.36,Liters,Failed,"No anomalies, quality is consistent."
548,2024-07-01T00:59:05,Mountain Dairy,Raw Milk,8984.77,Liters,Passed,Quality matches the standards set by the company.
549,2024-07-17T08:37:09,Farm Fresh,Skim Milk,11855.73,Liters,Passed,"Quality is good, within standards."
550,2024-05-08T22:50:04,Sunny Meadows,Other,6980.07,Liters,Failed,"Detected contaminants, batch returned."
551,2024-08-07T17:16:32,Highland Farms,Other,10432.95,Liters,Passed,"No issues, quality is within standards."
552,2024-05-09T09:39:14,Farm Fresh,Raw Milk,9221.61,Liters,Failed,Consistent quality as previous shipments.
553,2024-04-24T09:30:41,Green Valley Dairy,Other,15838.91,Liters,Failed,High bacterial count detected; returned to supplier.
554,2024-09-09T18:01:01,Highland Farms,Cream,11272.1,Liters,Passed,Consistent quality as previous shipments.
555,2024-05-24T21:56:07,Sunny Meadows,Skim Milk,11688.01,Liters,Failed,Quality matches the standards set by the company.
556,2024-07-26T18:07:26,Sunny Meadows,Raw Milk,7940.62,Liters,Passed,Consistent quality as previous shipments.
557,2024-06-14T14:04:31,Country Milk,Skim Milk,7561.97,Liters,Failed,High bacterial count detected; returned to supplier.
558,2024-07-01T02:57:50,Green Valley Dairy,Cream,7837.21,Liters,Failed,"Meets all quality standards, ready for processing."
559,2024-08-19T17:53:05,Hillside Dairy,Other,11972.26,Liters,Passed,"Quality is good, within standards."
560,2024-06-20T03:48:33,Dairy Farms Inc.,Other,7895.08,Liters,Failed,"Meets all quality standards, ready for processing."
561,2024-07-04T18:24:55,Farm Fresh,Other,11448.87,Liters,Failed,Consistent quality as previous shipments.
562,2024-09-27T08:23:28,Happy Cows,Cream,20377.0,Liters,Failed,"No anomalies, quality is consistent."
563,2024-08-17T03:10:05,Sunshine Dairy,Cream,14355.62,Liters,Failed,"No anomalies, quality is consistent."
564,2024-05-26T11:50:58,Country Milk,Skim Milk,8369.88,Liters,Failed,"High quality milk, no bacteria detected."
565,2024-08-11T19:47:31,Hillside Dairy,Skim Milk,16006.07,Liters,Failed,Quality matches the standards set by the company.
566,2024-09-27T13:08:24,Country Milk,Skim Milk,7959.62,Liters,Passed,"Meets all quality standards, ready for processing."
567,2024-05-30T19:08:08,Valley Dairy,Cream,-190.62,Liters,Passed,"High quality milk, no bacteria detected."
568,2024-09-06T13:13:47,Hillside Dairy,Other,4959.57,Liters,Failed,High bacterial count detected; returned to supplier.
569,2024-09-28T00:39:22,Country Milk,Other,646.04,Liters,Passed,Quality matches the standards set by the company.
570,2024-06-07T23:54:01,Green Valley Dairy,Cream,8242.43,Liters,Failed,Consistent quality as previous shipments.
571,2024-05-06T08:42:09,Riverside Dairy,Other,10092.09,Liters,Failed,"Detected contaminants, batch returned."
572,2024-07-29T08:59:09,Sunshine Dairy,Other,18382.19,Liters,Passed,"No anomalies, quality is consistent."
573,2024-09-05T05:51:09,Highland Farms,Raw Milk,11634.64,Liters,Passed,"Sample test passed, suitable for processing."
574,2024-08-27T16:38:44,Happy Cows,Skim Milk,8904.5,Liters,Passed,"Meets all quality standards, ready for processing."
575,2024-04-30T14:26:15,Valley Dairy,Other,14147.03,Liters,Failed,Consistent quality as previous shipments.
576,2024-05-12T13:44:14,Dairy Farms Inc.,Raw Milk,-1055.68,Liters,Failed,"Sample test passed, suitable for processing."
577,2024-07-30T03:55:25,Sunshine Dairy,Cream,11178.07,Liters,Failed,"No anomalies, quality is consistent."
578,2024-07-06T22:49:02,Riverside Dairy,Cream,13854.33,Liters,Failed,"No issues, quality is within standards."
579,2024-07-24T17:52:34,Mountain Dairy,Skim Milk,2607.07,Liters,Failed,High bacterial count detected; returned to supplier.
580,2024-05-14T12:55:20,Sunshine Dairy,Cream,15718.77,Liters,Failed,Quality matches the standards set by the company.
581,2024-06-27T14:48:23,Riverside Dairy,Cream,11692.48,Liters,Failed,"No anomalies, quality is consistent."
582,2024-07-23T11:04:41,Mountain Dairy,Other,7923.56,Liters,Failed,"No anomalies, quality is consistent."
583,2024-05-05T01:03:18,Green Valley Dairy,Raw Milk,13163.91,Liters,Passed,"No issues, quality is within standards."
584,2024-10-03T21:27:56,Farm Fresh,Raw Milk,21353.46,Liters,Passed,"Sample test passed, suitable for processing."
585,2024-07-31T04:42:21,Sunny Meadows,Cream,10909.33,Liters,Failed,"Detected contaminants, batch returned."
586,2024-07-13T19:01:31,Riverside Dairy,Cream,11241.1,Liters,Failed,"Quality is good, within standards."
587,2024-05-28T04:37:33,Happy Cows,Other,7703.2,Liters,Failed,"No issues, quality is within standards."
588,2024-09-12T04:28:43,Valley Dairy,Cream,5750.78,Liters,Failed,"Meets all quality standards, ready for processing."
589,2024-07-14T09:51:40,Country Milk,Raw Milk,14151.68,Liters,Passed,"Sample test passed, suitable for processing."
590,2024-06-15T01:10:51,Sunshine Dairy,Raw Milk,5719.58,Liters,Passed,"Detected contaminants, batch returned."
591,2024-05-28T07:17:45,Farm Fresh,Skim Milk,10357.83,Liters,Passed,"High quality milk, no bacteria detected."
592,2024-05-14T03:04:07,Green Valley Dairy,Other,7611.71,Liters,Failed,"Meets all quality standards, ready for processing."
593,2024-07-06T11:11:24,Valley Dairy,Other,12394.9,Liters,Passed,"No anomalies, quality is consistent."
594,2024-06-29T08:22:07,Riverside Dairy,Cream,11668.31,Liters,Failed,"Meets all quality standards, ready for processing."
595,2024-08-14T14:23:02,Mountain Dairy,Cream,15187.7,Liters,Failed,High bacterial count detected; returned to supplier.
596,2024-06-07T07:49:46,Green Valley Dairy,Raw Milk,7449.92,Liters,Passed,"No anomalies, quality is consistent."
597,2024-09-03T15:38:54,Sunny Meadows,Other,8650.63,Liters,Failed,"Meets all quality standards, ready for processing."
598,2024-05-18T18:30:29,Valley Dairy,Other,5106.18,Liters,Failed,"Quality is good, within standards."
599,2024-07-25T12:02:51,Happy Cows,Cream,7778.53,Liters,Passed,"High quality milk, no bacteria detected."
600,2024-06-17T02:04:03,Sunny Meadows,Cream,11886.5,Liters,Failed,"High quality milk, no bacteria detected."
601,2024-08-20T06:39:35,Dairy Farms Inc.,Skim Milk,13784.94,Liters,Passed,"High quality milk, no bacteria detected."
602,2024-05-18T12:17:52,Hillside Dairy,Other,5389.17,Liters,Failed,Consistent quality as previous shipments.
603,2024-09-01T22:55:03,Riverside Dairy,Other,14348.03,Liters,Failed,"High quality milk, no bacteria detected."
604,2024-05-24T11:27:27,Mountain Dairy,Raw Milk,16778.19,Liters,Passed,Quality matches the standards set by the company.
605,2024-04-28T08:22:12,Green Valley Dairy,Cream,12067.17,Liters,Failed,"Quality is good, within standards."
606,2024-09-20T14:30:46,Riverside Dairy,Other,19383.98,Liters,Passed,"Meets all quality standards, ready for processing."
607,2024-05-14T04:14:29,Green Valley Dairy,Skim Milk,6131.05,Liters,Passed,"High quality milk, no bacteria detected."
608,2024-08-06T02:11:26,Hillside Dairy,Other,3776.73,Liters,Passed,"Sample test passed, suitable for processing."
609,2024-06-18T19:25:27,Dairy Farms Inc.,Other,1106.4,Liters,Failed,"No anomalies, quality is consistent."
610,2024-10-06T10:08:29,Mountain Dairy,Other,17480.22,Liters,Passed,"Sample test passed, suitable for processing."
611,2024-06-01T18:06:11,Sunshine Dairy,Skim Milk,13271.83,Liters,Failed,"Quality is good, within standards."
612,2024-08-19T15:28:21,Sunny Meadows,Cream,9722.08,Liters,Passed,"No issues, quality is within standards."
613,2024-08-10T16:44:20,Farm Fresh,Skim Milk,11399.84,Liters,Passed,"No anomalies, quality is consistent."
614,2024-09-05T17:07:42,Green Valley Dairy,Skim Milk,4372.55,Liters,Failed,"Detected contaminants, batch returned."
615,2024-10-13T19:01:39,Happy Cows,Raw Milk,22228.76,Liters,Passed,Consistent quality as previous shipments.
616,2024-10-17T09:46:21,Dairy Farms Inc.,Skim Milk,10646.11,Liters,Passed,"Quality is good, within standards."
617,2024-06-09T11:34:49,Sunny Meadows,Skim Milk,10546.97,Liters,Passed,Consistent quality as previous shipments.
618,2024-07-26T01:02:34,Sunny Meadows,Skim Milk,13628.83,Liters,Failed,Consistent quality as previous shipments.
619,2024-07-18T18:26:02,Mountain Dairy,Raw Milk,12405.05,Liters,Failed,"Detected contaminants, batch returned."
620,2024-09-14T14:19:56,Green Valley Dairy,Skim Milk,11119.42,Liters,Failed,"High quality milk, no bacteria detected."
621,2024-06-24T13:16:42,Valley Dairy,Raw Milk,6047.63,Liters,Passed,"High quality milk, no bacteria detected."
622,2024-08-23T06:34:16,Happy Cows,Skim Milk,12357.34,Liters,Passed,"Detected contaminants, batch returned."
623,2024-07-08T05:29:25,Hillside Dairy,Other,19410.12,Liters,Passed,"High quality milk, no bacteria detected."
624,2024-06-13T03:28:20,Farm Fresh,Skim Milk,16727.1,Liters,Failed,"Detected contaminants, batch returned."
625,2024-08-12T05:21:57,Sunny Meadows,Other,17965.93,Liters,Failed,"No issues, quality is within standards."
626,2024-04-30T22:06:34,Mountain Dairy,Other,7443.92,Liters,Passed,High bacterial count detected; returned to supplier.
627,2024-10-19T11:28:16,Sunny Meadows,Other,5051.98,Liters,Failed,"No issues, quality is within standards."
628,2024-07-14T01:41:21,Hillside Dairy,Cream,9371.07,Liters,Failed,"Quality is good, within standards."
629,2024-10-08T19:06:29,Green Valley Dairy,Raw Milk,10278.62,Liters,Failed,Quality matches the standards set by the company.
630,2024-05-08T00:06:27,Farm Fresh,Cream,15470.96,Liters,Passed,Consistent quality as previous shipments.
631,2024-08-21T11:31:38,Green Valley Dairy,Cream,1537.68,Liters,Failed,High bacterial count detected; returned to supplier.
632,2024-09-05T15:28:14,Mountain Dairy,Raw Milk,17647.75,Liters,Passed,"High quality milk, no bacteria detected."
633,2024-05-07T03:13:14,Sunny Meadows,Cream,9209.96,Liters,Failed,"No issues, quality is within standards."
634,2024-04-23T13:34:27,Sunshine Dairy,Skim Milk,7865.59,Liters,Passed,Consistent quality as previous shipments.
635,2024-09-03T18:25:08,Sunny Meadows,Other,4939.48,Liters,Passed,"Sample test passed, suitable for processing."
636,2024-07-05T09:14:06,Mountain Dairy,Raw Milk,1725.72,Liters,Passed,"No anomalies, quality is consistent."
637,2024-07-02T08:57:41,Green Valley Dairy,Cream,14115.85,Liters,Failed,"Quality is good, within standards."
638,2024-08-24T13:57:41,Happy Cows,Cream,10366.59,Liters,Passed,"Detected contaminants, batch returned."
639,2024-08-09T09:07:38,Dairy Farms Inc.,Cream,3550.2,Liters,Failed,"No anomalies, quality is consistent."
640,2024-09-09T06:46:38,Hillside Dairy,Cream,3524.61,Liters,Failed,"Meets all quality standards, ready for processing."
641,2024-09-02T07:37:48,Riverside Dairy,Cream,8321.08,Liters,Passed,High bacterial count detected; returned to supplier.
642,2024-05-19T04:30:30,Mountain Dairy,Other,18345.11,Liters,Failed,Consistent quality as previous shipments.
643,2024-06-22T01:41:35,Sunny Meadows,Cream,8702.04,Liters,Failed,High bacterial count detected; returned to supplier.
644,2024-06-09T04:32:31,Highland Farms,Skim Milk,2484.29,Liters,Passed,Quality matches the standards set by the company.
645,2024-05-31T21:26:47,Highland Farms,Cream,8771.28,Liters,Failed,Quality matches the standards set by the company.
646,2024-08-25T11:22:09,Dairy Farms Inc.,Cream,8636.38,Liters,Failed,Consistent quality as previous shipments.
647,2024-05-13T21:25:24,Hillside Dairy,Other,-3484.43,Liters,Passed,"Detected contaminants, batch returned."
648,2024-10-11T13:45:23,Dairy Farms Inc.,Skim Milk,9728.53,Liters,Failed,"Quality is good, within standards."
649,2024-07-06T02:47:48,Valley Dairy,Other,8845.33,Liters,Failed,"Detected contaminants, batch returned."
650,2024-09-01T14:44:26,Sunny Meadows,Other,13481.03,Liters,Passed,"No issues, quality is within standards."
651,2024-08-14T01:18:44,Mountain Dairy,Raw Milk,19244.78,Liters,Failed,"Sample test passed, suitable for processing."
652,2024-04-29T17:36:23,Dairy Farms Inc.,Other,15632.83,Liters,Failed,"Detected contaminants, batch returned."
653,2024-09-17T22:59:30,Country Milk,Other,8655.56,Liters,Failed,High bacterial count detected; returned to supplier.
654,2024-08-24T09:07:12,Highland Farms,Cream,4467.37,Liters,Failed,High bacterial count detected; returned to supplier.
655,2024-06-21T04:16:14,Mountain Dairy,Cream,22866.8,Liters,Passed,"Detected contaminants, batch returned."
656,2024-06-24T10:46:00,Country Milk,Raw Milk,10296.09,Liters,Failed,Consistent quality as previous shipments.
657,2024-09-10T17:51:09,Hillside Dairy,Raw Milk,10069.65,Liters,Passed,High bacterial count detected; returned to supplier.
658,2024-10-18T13:04:39,Country Milk,Raw Milk,9879.37,Liters,Passed,High bacterial count detected.
659,2024-08-18T05:21:52,Dairy Farms Inc.,Skim Milk,10990.42,Liters,Passed,High bacterial count detected; returned to supplier.
660,2024-04-24T11:01:22,Sunshine Dairy,Cream,9278.2,Liters,Passed,"Quality is good, within standards."
661,2024-07-27T09:27:06,Farm Fresh,Skim Milk,7131.69,Liters,Passed,"No anomalies, quality is consistent."
662,2024-05-16T15:32:22,Sunshine Dairy,Skim Milk,7265.71,Liters,Passed,"No issues, quality is within standards."
663,2024-06-26T01:15:52,Country Milk,Skim Milk,9836.23,Liters,Passed,Quality matches the standards set by the company.
664,2024-09-07T07:40:00,Valley Dairy,Raw Milk,7282.88,Liters,Failed,"High quality milk, no bacteria detected."
665,2024-07-30T04:24:57,Farm Fresh,Raw Milk,6435.77,Liters,Failed,"Meets all quality standards, ready for processing."
666,2024-05-24T09:43:25,Farm Fresh,Cream,10532.15,Liters,Failed,High bacterial count detected; returned to supplier.
667,2024-10-12T15:35:34,Valley Dairy,Raw Milk,8725.11,Liters,Passed,"Detected contaminants, batch returned."
668,2024-04-22T11:58:12,Dairy Farms Inc.,Raw Milk,17519.96,Liters,Passed,"No issues, quality is within standards."
669,2024-07-22T14:34:56,Farm Fresh,Other,-3254.85,Liters,Passed,"Quality is good, within standards."
670,2024-10-19T19:31:13,Dairy Farms Inc.,Other,15457.53,Liters,Passed,"No anomalies, quality is consistent."
671,2024-06-09T04:59:25,Country Milk,Skim Milk,16230.43,Liters,Failed,High bacterial count detected; returned to supplier.
672,2024-08-10T23:33:02,Farm Fresh,Raw Milk,-366.95,Liters,Passed,"Quality is good, within standards."
673,2024-06-04T08:07:03,Highland Farms,Raw Milk,8286.56,Liters,Failed,High bacterial count detected; returned to supplier.
674,2024-10-09T07:04:31,Riverside Dairy,Skim Milk,8142.8,Liters,Failed,"No anomalies, quality is consistent."
675,2024-05-08T18:35:08,Highland Farms,Other,2962.44,Liters,Passed,"No anomalies, quality is consistent."
676,2024-05-30T23:11:43,Green Valley Dairy,Skim Milk,6110.92,Liters,Passed,"High quality milk, no bacteria detected."
677,2024-07-02T12:16:46,Valley Dairy,Other,4447.12,Liters,Passed,"Detected contaminants, batch returned."
678,2024-09-16T16:06:14,Hillside Dairy,Cream,18761.35,Liters,Passed,Consistent quality as previous shipments.
679,2024-04-26T15:25:47,Hillside Dairy,Skim Milk,14678.39,Liters,Passed,"No anomalies, quality is consistent."
680,2024-04-22T06:48:48,Happy Cows,Other,16357.78,Liters,Failed,High bacterial count detected; returned to supplier.
681,2024-05-31T20:16:30,Highland Farms,Cream,13608.36,Liters,Failed,"High quality milk, no bacteria detected."
682,2024-05-03T15:07:52,Sunny Meadows,Skim Milk,4354.74,Liters,Passed,"No issues, quality is within standards."
683,2024-10-17T21:26:59,Hillside Dairy,Other,7377.4,Liters,Failed,"High quality milk, no bacteria detected."
684,2024-09-14T05:27:49,Mountain Dairy,Raw Milk,12446.87,Liters,Passed,Consistent quality as previous shipments.
685,2024-05-06T12:44:07,Valley Dairy,Raw Milk,3889.36,Liters,Failed,"Quality is good, within standards."
686,2024-06-06T23:26:10,Green Valley Dairy,Skim Milk,13564.99,Liters,Failed,Consistent quality as previous shipments.
687,2024-09-05T01:37:04,Sunshine Dairy,Skim Milk,8798.37,Liters,Failed,"High quality milk, no bacteria detected."
688,2024-06-13T19:24:22,Hillside Dairy,Raw Milk,8125.9,Liters,Passed,"Quality is good, within standards."
689,2024-09-20T10:46:11,Valley Dairy,Raw Milk,13554.8,Liters,Passed,High bacterial count detected; returned to supplier.
690,2024-05-23T22:02:34,Riverside Dairy,Other,12221.32,Liters,Failed,Consistent quality as previous shipments.
691,2024-05-15T10:40:26,Highland Farms,Skim Milk,8195.17,Liters,Passed,"High quality milk, no bacteria detected."
692,2024-06-20T20:49:05,Riverside Dairy,Skim Milk,15796.65,Liters,Passed,High bacterial count detected; returned to supplier.
693,2024-05-22T14:32:27,Happy Cows,Skim Milk,4594.68,Liters,Passed,"Sample test passed, suitable for processing."
694,2024-10-01T07:41:30,Farm Fresh,Cream,13079.68,Liters,Passed,"Sample test passed, suitable for processing."
695,2024-06-30T01:52:53,Country Milk,Raw Milk,12965.51,Liters,Failed,Quality matches the standards set by the company.
696,2024-09-28T05:53:40,Sunny Meadows,Raw Milk,8452.27,Liters,Failed,"High quality milk, no bacteria detected."
697,2024-08-07T22:55:56,Sunshine Dairy,Cream,11630.67,Liters,Passed,"High quality milk, no bacteria detected."
698,2024-05-11T18:55:21,Sunny Meadows,Raw Milk,3744.43,Liters,Passed,"No issues, quality is within standards."
699,2024-09-30T05:48:55,Hillside Dairy,Cream,14620.14,Liters,Passed,Consistent quality as previous shipments.
700,2024-07-03T06:45:46,Happy Cows,Raw Milk,9075.49,Liters,Failed,High bacterial count detected; returned to supplier.
